,cfips,county,state
2448,47049,Fentress County,Tennessee
2449,47051,Franklin County,Tennessee
2450,47053,Gibson County,Tennessee
2451,47055,Giles County,Tennessee
2452,47057,Grainger County,Tennessee
2453,47059,Greene County,Tennessee
2454,47061,Grundy County,Tennessee
2455,47063,Hamblen County,Tennessee
2456,47065,Hamilton County,Tennessee
2457,47067,Hancock County,Tennessee
2458,47069,Hardeman County,Tennessee
2459,47071,Hardin County,Tennessee
2460,47073,Hawkins County,Tennessee
2461,47075,Haywood County,Tennessee
2462,47077,Henderson County,Tennessee
2463,47079,Henry County,Tennessee
2464,47081,Hickman County,Tennessee
2465,47083,Houston County,Tennessee
2466,47085,Humphreys County,Tennessee
2467,47087,Jackson County,Tennessee
2468,47089,Jefferson County,Tennessee
2469,47091,Johnson County,Tennessee
2470,47093,Knox County,Tennessee
2471,47095,Lake County,Tennessee
2472,47097,Lauderdale County,Tennessee
2473,47099,Lawrence County,Tennessee
2474,47101,Lewis County,Tennessee
2475,47103,Lincoln County,Tennessee
2476,47105,Loudon County,Tennessee
2477,47107,McMinn County,Tennessee
2478,47109,McNairy County,Tennessee
2479,47111,Macon County,Tennessee
2480,47113,Madison County,Tennessee
2481,47115,Marion County,Tennessee
2482,47117,Marshall County,Tennessee
2483,47119,Maury County,Tennessee
2484,47121,Meigs County,Tennessee
2485,47123,Monroe County,Tennessee
2486,47125,Montgomery County,Tennessee
2487,47127,Moore County,Tennessee
2488,47129,Morgan County,Tennessee
2489,47131,Obion County,Tennessee
2490,47133,Overton County,Tennessee
2491,47135,Perry County,Tennessee
2492,47137,Pickett County,Tennessee
2493,47139,Polk County,Tennessee
2494,47141,Putnam County,Tennessee
2495,47143,Rhea County,Tennessee
2496,47145,Roane County,Tennessee
2497,47147,Robertson County,Tennessee
2498,47149,Rutherford County,Tennessee
2499,47151,Scott County,Tennessee
2500,47153,Sequatchie County,Tennessee
2501,47155,Sevier County,Tennessee
2502,47157,Shelby County,Tennessee
2503,47159,Smith County,Tennessee
2504,47161,Stewart County,Tennessee
2505,47163,Sullivan County,Tennessee
2506,47165,Sumner County,Tennessee
2507,47167,Tipton County,Tennessee
2508,47169,Trousdale County,Tennessee
2509,47171,Unicoi County,Tennessee
2510,47173,Union County,Tennessee
2511,47175,Van Buren County,Tennessee
2512,47177,Warren County,Tennessee
2513,47179,Washington County,Tennessee
2514,47181,Wayne County,Tennessee
2515,47183,Weakley County,Tennessee
2516,47185,White County,Tennessee
2517,47187,Williamson County,Tennessee
2518,47189,Wilson County,Tennessee
2519,48001,Anderson County,Texas
2520,48003,Andrews County,Texas
2521,48005,Angelina County,Texas
2522,48007,Aransas County,Texas
2523,48009,Archer County,Texas
2524,48011,Armstrong County,Texas
2525,48013,Atascosa County,Texas
2526,48015,Austin County,Texas
2527,48017,Bailey County,Texas
2528,48019,Bandera County,Texas
2529,48021,Bastrop County,Texas
2530,48023,Baylor County,Texas
2531,48025,Bee County,Texas
2532,48027,Bell County,Texas
2533,48029,Bexar County,Texas
2534,48031,Blanco County,Texas
2535,48033,Borden County,Texas
2536,48035,Bosque County,Texas
2537,48037,Bowie County,Texas
2538,48039,Brazoria County,Texas
2539,48041,Brazos County,Texas
2540,48043,Brewster County,Texas
2541,48045,Briscoe County,Texas
2542,48047,Brooks County,Texas
2543,48049,Brown County,Texas
2544,48051,Burleson County,Texas
2545,48053,Burnet County,Texas
2546,48055,Caldwell County,Texas
2547,48057,Calhoun County,Texas
2548,48059,Callahan County,Texas
2549,48061,Cameron County,Texas
2550,48063,Camp County,Texas
2551,48065,Carson County,Texas
2552,48067,Cass County,Texas
2553,48069,Castro County,Texas
2554,48071,Chambers County,Texas
2555,48073,Cherokee County,Texas
2556,48075,Childress County,Texas
2557,48077,Clay County,Texas
2558,48079,Cochran County,Texas
2559,48081,Coke County,Texas
2560,48083,Coleman County,Texas
2561,48085,Collin County,Texas
2562,48087,Collingsworth County,Texas
2563,48089,Colorado County,Texas
2564,48091,Comal County,Texas
2565,48093,Comanche County,Texas
2566,48095,Concho County,Texas
2567,48097,Cooke County,Texas
2568,48099,Coryell County,Texas
2569,48101,Cottle County,Texas
2570,48103,Crane County,Texas
2571,48105,Crockett County,Texas
2572,48107,Crosby County,Texas
2573,48109,Culberson County,Texas
2574,48111,Dallam County,Texas
2575,48113,Dallas County,Texas
2576,48115,Dawson County,Texas
2577,48117,Deaf Smith County,Texas
2578,48119,Delta County,Texas
2579,48121,Denton County,Texas
2580,48123,DeWitt County,Texas
2581,48125,Dickens County,Texas
2582,48127,Dimmit County,Texas
2583,48129,Donley County,Texas
2584,48131,Duval County,Texas
2585,48133,Eastland County,Texas
2586,48135,Ector County,Texas
2587,48137,Edwards County,Texas
2588,48139,Ellis County,Texas
2589,48141,El Paso County,Texas
2590,48143,Erath County,Texas
2591,48145,Falls County,Texas
2592,48147,Fannin County,Texas
2593,48149,Fayette County,Texas
2594,48151,Fisher County,Texas
2595,48153,Floyd County,Texas
2596,48155,Foard County,Texas
2597,48157,Fort Bend County,Texas
2598,48159,Franklin County,Texas
2599,48161,Freestone County,Texas
2600,48163,Frio County,Texas
2601,48165,Gaines County,Texas
2602,48167,Galveston County,Texas
2603,48169,Garza County,Texas
2604,48171,Gillespie County,Texas
2605,48173,Glasscock County,Texas
2606,48175,Goliad County,Texas
2607,48177,Gonzales County,Texas
2608,48179,Gray County,Texas
2609,48181,Grayson County,Texas
2610,48183,Gregg County,Texas
2611,48185,Grimes County,Texas
2612,48187,Guadalupe County,Texas
2613,48189,Hale County,Texas
2614,48191,Hall County,Texas
2615,48193,Hamilton County,Texas
2616,48195,Hansford County,Texas
2617,48197,Hardeman County,Texas
2618,48199,Hardin County,Texas
2619,48201,Harris County,Texas
2620,48203,Harrison County,Texas
2621,48205,Hartley County,Texas
2622,48207,Haskell County,Texas
2623,48209,Hays County,Texas
2624,48211,Hemphill County,Texas
2625,48213,Henderson County,Texas
2626,48215,Hidalgo County,Texas
2627,48217,Hill County,Texas
2628,48219,Hockley County,Texas
2629,48221,Hood County,Texas
2630,48223,Hopkins County,Texas
2631,48225,Houston County,Texas
2632,48227,Howard County,Texas
2633,48229,Hudspeth County,Texas
2634,48231,Hunt County,Texas
2635,48233,Hutchinson County,Texas
2636,48235,Irion County,Texas
2637,48237,Jack County,Texas
2638,48239,Jackson County,Texas
2639,48241,Jasper County,Texas
2640,48243,Jeff Davis County,Texas
2641,48245,Jefferson County,Texas
2642,48247,Jim Hogg County,Texas
2643,48249,Jim Wells County,Texas
2644,48251,Johnson County,Texas
2645,48253,Jones County,Texas
2646,48255,Karnes County,Texas
2647,48257,Kaufman County,Texas
2648,48259,Kendall County,Texas
2649,48261,Kenedy County,Texas
2650,48263,Kent County,Texas
2651,48265,Kerr County,Texas
2652,48267,Kimble County,Texas
2653,48269,King County,Texas
2654,48271,Kinney County,Texas
2655,48273,Kleberg County,Texas
2656,48275,Knox County,Texas
2657,48277,Lamar County,Texas
2658,48279,Lamb County,Texas
2659,48281,Lampasas County,Texas
2660,48283,La Salle County,Texas
2661,48285,Lavaca County,Texas
2662,48287,Lee County,Texas
2663,48289,Leon County,Texas
2664,48291,Liberty County,Texas
2665,48293,Limestone County,Texas
2666,48295,Lipscomb County,Texas
2667,48297,Live Oak County,Texas
2668,48299,Llano County,Texas
2669,48301,Loving County,Texas
2670,48303,Lubbock County,Texas
2671,48305,Lynn County,Texas
2672,48307,McCulloch County,Texas
2673,48309,McLennan County,Texas
2674,48311,McMullen County,Texas
2675,48313,Madison County,Texas
2676,48315,Marion County,Texas
2677,48317,Martin County,Texas
2678,48319,Mason County,Texas
2679,48321,Matagorda County,Texas
2680,48323,Maverick County,Texas
2681,48325,Medina County,Texas
2682,48327,Menard County,Texas
2683,48329,Midland County,Texas
2684,48331,Milam County,Texas
2685,48333,Mills County,Texas
2686,48335,Mitchell County,Texas
2687,48337,Montague County,Texas
2688,48339,Montgomery County,Texas
2689,48341,Moore County,Texas
2690,48343,Morris County,Texas
2691,48345,Motley County,Texas
2692,48347,Nacogdoches County,Texas
2693,48349,Navarro County,Texas
2694,48351,Newton County,Texas
2695,48353,Nolan County,Texas
2696,48355,Nueces County,Texas
2697,48357,Ochiltree County,Texas
2698,48359,Oldham County,Texas
2699,48361,Orange County,Texas
2700,48363,Palo Pinto County,Texas
2701,48365,Panola County,Texas
2702,48367,Parker County,Texas
2703,48369,Parmer County,Texas
2704,48371,Pecos County,Texas
2705,48373,Polk County,Texas
2706,48375,Potter County,Texas
2707,48377,Presidio County,Texas
2708,48379,Rains County,Texas
2709,48381,Randall County,Texas
2710,48383,Reagan County,Texas
2711,48385,Real County,Texas
2712,48387,Red River County,Texas
2713,48389,Reeves County,Texas
2714,48391,Refugio County,Texas
2715,48393,Roberts County,Texas
2716,48395,Robertson County,Texas
2717,48397,Rockwall County,Texas
2718,48399,Runnels County,Texas
2719,48401,Rusk County,Texas
2720,48403,Sabine County,Texas
2721,48405,San Augustine County,Texas
2722,48407,San Jacinto County,Texas
2723,48409,San Patricio County,Texas
2724,48411,San Saba County,Texas
2725,48413,Schleicher County,Texas
2726,48415,Scurry County,Texas
2727,48417,Shackelford County,Texas
2728,48419,Shelby County,Texas
2729,48421,Sherman County,Texas
2730,48423,Smith County,Texas
2731,48425,Somervell County,Texas
2732,48427,Starr County,Texas
2733,48429,Stephens County,Texas
2734,48431,Sterling County,Texas
2735,48433,Stonewall County,Texas
2736,48435,Sutton County,Texas
2737,48437,Swisher County,Texas
2738,48439,Tarrant County,Texas
2739,48441,Taylor County,Texas
2740,48443,Terrell County,Texas
2741,48445,Terry County,Texas
2742,48447,Throckmorton County,Texas
2743,48449,Titus County,Texas
2744,48451,Tom Green County,Texas
2745,48453,Travis County,Texas
2746,48455,Trinity County,Texas
2747,48457,Tyler County,Texas
2748,48459,Upshur County,Texas
2749,48461,Upton County,Texas
2750,48463,Uvalde County,Texas
2751,48465,Val Verde County,Texas
2752,48467,Van Zandt County,Texas
2753,48469,Victoria County,Texas
2754,48471,Walker County,Texas
2755,48473,Waller County,Texas
2756,48475,Ward County,Texas
2757,48477,Washington County,Texas
2758,48479,Webb County,Texas
2759,48481,Wharton County,Texas
2760,48483,Wheeler County,Texas
2761,48485,Wichita County,Texas
2762,48487,Wilbarger County,Texas
2763,48489,Willacy County,Texas
2764,48491,Williamson County,Texas
2765,48493,Wilson County,Texas
2766,48495,Winkler County,Texas
2767,48497,Wise County,Texas
2768,48499,Wood County,Texas
2769,48501,Yoakum County,Texas
2770,48503,Young County,Texas
2771,48505,Zapata County,Texas
2772,48507,Zavala County,Texas
2773,49001,Beaver County,Utah
2774,49003,Box Elder County,Utah
2775,49005,Cache County,Utah
2776,49007,Carbon County,Utah
2777,49009,Daggett County,Utah
2778,49011,Davis County,Utah
2779,49013,Duchesne County,Utah
2780,49015,Emery County,Utah
2781,49017,Garfield County,Utah
2782,49019,Grand County,Utah
2783,49021,Iron County,Utah
2784,49023,Juab County,Utah
2785,49025,Kane County,Utah
2786,49027,Millard County,Utah
2787,49029,Morgan County,Utah
2788,49031,Piute County,Utah
2789,49033,Rich County,Utah
2790,49035,Salt Lake County,Utah
2791,49037,San Juan County,Utah
2792,49039,Sanpete County,Utah
2793,49041,Sevier County,Utah
2794,49043,Summit County,Utah
2795,49045,Tooele County,Utah
2796,49047,Uintah County,Utah
2797,49049,Utah County,Utah
2798,49051,Wasatch County,Utah
2799,49053,Washington County,Utah
2800,49055,Wayne County,Utah
2801,49057,Weber County,Utah
2802,50001,Addison County,Vermont
2803,50003,Bennington County,Vermont
2804,50005,Caledonia County,Vermont
2805,50007,Chittenden County,Vermont
2806,50009,Essex County,Vermont
2807,50011,Franklin County,Vermont
2808,50013,Grand Isle County,Vermont
2809,50015,Lamoille County,Vermont
2810,50017,Orange County,Vermont
2811,50019,Orleans County,Vermont
2812,50021,Rutland County,Vermont
2813,50023,Washington County,Vermont
2814,50025,Windham County,Vermont
2815,50027,Windsor County,Vermont
2816,51001,Accomack County,Virginia
2817,51003,Albemarle County,Virginia
2818,51005,Alleghany County,Virginia
2819,51007,Amelia County,Virginia
2820,51009,Amherst County,Virginia
2821,51011,Appomattox County,Virginia
2822,51013,Arlington County,Virginia
2823,51015,Augusta County,Virginia
2824,51017,Bath County,Virginia
2825,51019,Bedford County,Virginia
2826,51021,Bland County,Virginia
2827,51023,Botetourt County,Virginia
2828,51025,Brunswick County,Virginia
2829,51027,Buchanan County,Virginia
2830,51029,Buckingham County,Virginia
2831,51031,Campbell County,Virginia
2832,51033,Caroline County,Virginia
2833,51035,Carroll County,Virginia
2834,51036,Charles City County,Virginia
2835,51037,Charlotte County,Virginia
2836,51041,Chesterfield County,Virginia
2837,51043,Clarke County,Virginia
2838,51045,Craig County,Virginia
2839,51047,Culpeper County,Virginia
2840,51049,Cumberland County,Virginia
2841,51051,Dickenson County,Virginia
2842,51053,Dinwiddie County,Virginia
2843,51057,Essex County,Virginia
2844,51059,Fairfax County,Virginia
2845,51061,Fauquier County,Virginia
2846,51063,Floyd County,Virginia
2847,51065,Fluvanna County,Virginia
2848,51067,Franklin County,Virginia
2849,51069,Frederick County,Virginia
2850,51071,Giles County,Virginia
2851,51073,Gloucester County,Virginia
2852,51075,Goochland County,Virginia
2853,51077,Grayson County,Virginia
2854,51079,Greene County,Virginia
2855,51081,Greensville County,Virginia
2856,51083,Halifax County,Virginia
2857,51085,Hanover County,Virginia
2858,51087,Henrico County,Virginia
2859,51089,Henry County,Virginia
2860,51091,Highland County,Virginia
2861,51093,Isle of Wight County,Virginia
2862,51095,James City County,Virginia
2863,51097,King and Queen County,Virginia
2864,51099,King George County,Virginia
2865,51101,King William County,Virginia
2866,51103,Lancaster County,Virginia
2867,51105,Lee County,Virginia
2868,51107,Loudoun County,Virginia
2869,51109,Louisa County,Virginia
2870,51111,Lunenburg County,Virginia
2871,51113,Madison County,Virginia
2872,51115,Mathews County,Virginia
2873,51117,Mecklenburg County,Virginia
2874,51119,Middlesex County,Virginia
2875,51121,Montgomery County,Virginia
2876,51125,Nelson County,Virginia
2877,51127,New Kent County,Virginia
2878,51131,Northampton County,Virginia
2879,51133,Northumberland County,Virginia
2880,51135,Nottoway County,Virginia
2881,51137,Orange County,Virginia
2882,51139,Page County,Virginia
2883,51141,Patrick County,Virginia
2884,51143,Pittsylvania County,Virginia
2885,51145,Powhatan County,Virginia
2886,51147,Prince Edward County,Virginia
2887,51149,Prince George County,Virginia
2888,51153,Prince William County,Virginia
2889,51155,Pulaski County,Virginia
2890,51157,Rappahannock County,Virginia
2891,51159,Richmond County,Virginia
2892,51161,Roanoke County,Virginia
2893,51163,Rockbridge County,Virginia
2894,51165,Rockingham County,Virginia
2895,51167,Russell County,Virginia
2896,51169,Scott County,Virginia
2897,51171,Shenandoah County,Virginia
2898,51173,Smyth County,Virginia
2899,51175,Southampton County,Virginia
2900,51177,Spotsylvania County,Virginia
2901,51179,Stafford County,Virginia
2902,51181,Surry County,Virginia
2903,51183,Sussex County,Virginia
2904,51185,Tazewell County,Virginia
2905,51187,Warren County,Virginia
2906,51191,Washington County,Virginia
2907,51193,Westmoreland County,Virginia
2908,51195,Wise County,Virginia
2909,51197,Wythe County,Virginia
2910,51199,York County,Virginia
2911,51510,Alexandria city,Virginia
2912,51520,Bristol city,Virginia
2913,51530,Buena Vista city,Virginia
2914,51540,Charlottesville city,Virginia
2915,51550,Chesapeake city,Virginia
2916,51570,Colonial Heights city,Virginia
2917,51590,Danville city,Virginia
2918,51595,Emporia city,Virginia
2919,51600,Fairfax city,Virginia
2920,51610,Falls Church city,Virginia
2921,51620,Franklin city,Virginia
2922,51630,Fredericksburg city,Virginia
2923,51650,Hampton city,Virginia
2924,51660,Harrisonburg city,Virginia
2925,51670,Hopewell city,Virginia
2926,51678,Lexington city,Virginia
2927,51680,Lynchburg city,Virginia
2928,51683,Manassas city,Virginia
2929,51685,Manassas Park city,Virginia
2930,51700,Newport News city,Virginia
2931,51710,Norfolk city,Virginia
2932,51720,Norton city,Virginia
2933,51730,Petersburg city,Virginia
2934,51735,Poquoson city,Virginia
2935,51740,Portsmouth city,Virginia
2936,51750,Radford city,Virginia
2937,51760,Richmond city,Virginia
2938,51770,Roanoke city,Virginia
2939,51775,Salem city,Virginia
2940,51790,Staunton city,Virginia
2941,51800,Suffolk city,Virginia
2942,51810,Virginia Beach city,Virginia
2943,51820,Waynesboro city,Virginia
2944,51830,Williamsburg city,Virginia
2945,51840,Winchester city,Virginia
2946,53001,Adams County,Washington
2947,53003,Asotin County,Washington
2948,53005,Benton County,Washington
2949,53007,Chelan County,Washington
2950,53009,Clallam County,Washington
2951,53011,Clark County,Washington
2952,53013,Columbia County,Washington
2953,53015,Cowlitz County,Washington
2954,53017,Douglas County,Washington
2955,53019,Ferry County,Washington
2956,53021,Franklin County,Washington
2957,53023,Garfield County,Washington
2958,53025,Grant County,Washington
2959,53027,Grays Harbor County,Washington
2960,53029,Island County,Washington
2961,53031,Jefferson County,Washington
2962,53033,King County,Washington
2963,53035,Kitsap County,Washington
2964,53037,Kittitas County,Washington
2965,53039,Klickitat County,Washington
2966,53041,Lewis County,Washington
2967,53043,Lincoln County,Washington
2968,53045,Mason County,Washington
2969,53047,Okanogan County,Washington
2970,53049,Pacific County,Washington
2971,53051,Pend Oreille County,Washington
2972,53053,Pierce County,Washington
2973,53055,San Juan County,Washington
2974,53057,Skagit County,Washington
2975,53059,Skamania County,Washington
2976,53061,Snohomish County,Washington
2977,53063,Spokane County,Washington
2978,53065,Stevens County,Washington
2979,53067,Thurston County,Washington
2980,53069,Wahkiakum County,Washington
2981,53071,Walla Walla County,Washington
2982,53073,Whatcom County,Washington
2983,53075,Whitman County,Washington
2984,53077,Yakima County,Washington
2985,54001,Barbour County,West Virginia
2986,54003,Berkeley County,West Virginia
2987,54005,Boone County,West Virginia
2988,54007,Braxton County,West Virginia
2989,54009,Brooke County,West Virginia
2990,54011,Cabell County,West Virginia
2991,54013,Calhoun County,West Virginia
2992,54015,Clay County,West Virginia
2993,54017,Doddridge County,West Virginia
2994,54019,Fayette County,West Virginia
2995,54021,Gilmer County,West Virginia
2996,54023,Grant County,West Virginia
2997,54025,Greenbrier County,West Virginia
2998,54027,Hampshire County,West Virginia
2999,54029,Hancock County,West Virginia
3000,54031,Hardy County,West Virginia
3001,54033,Harrison County,West Virginia
3002,54035,Jackson County,West Virginia
3003,54037,Jefferson County,West Virginia
3004,54039,Kanawha County,West Virginia
3005,54041,Lewis County,West Virginia
3006,54043,Lincoln County,West Virginia
3007,54045,Logan County,West Virginia
3008,54047,McDowell County,West Virginia
3009,54049,Marion County,West Virginia
3010,54051,Marshall County,West Virginia
3011,54053,Mason County,West Virginia
3012,54055,Mercer County,West Virginia
3013,54057,Mineral County,West Virginia
3014,54059,Mingo County,West Virginia
3015,54061,Monongalia County,West Virginia
3016,54063,Monroe County,West Virginia
3017,54065,Morgan County,West Virginia
3018,54067,Nicholas County,West Virginia
3019,54069,Ohio County,West Virginia
3020,54071,Pendleton County,West Virginia
3021,54073,Pleasants County,West Virginia
3022,54075,Pocahontas County,West Virginia
3023,54077,Preston County,West Virginia
3024,54079,Putnam County,West Virginia
3025,54081,Raleigh County,West Virginia
3026,54083,Randolph County,West Virginia
3027,54085,Ritchie County,West Virginia
3028,54087,Roane County,West Virginia
3029,54089,Summers County,West Virginia
3030,54091,Taylor County,West Virginia
3031,54093,Tucker County,West Virginia
3032,54095,Tyler County,West Virginia
3033,54097,Upshur County,West Virginia
3034,54099,Wayne County,West Virginia
3035,54101,Webster County,West Virginia
3036,54103,Wetzel County,West Virginia
3037,54105,Wirt County,West Virginia
3038,54107,Wood County,West Virginia
3039,54109,Wyoming County,West Virginia
3040,55001,Adams County,Wisconsin
3041,55003,Ashland County,Wisconsin
3042,55005,Barron County,Wisconsin
3043,55007,Bayfield County,Wisconsin
3044,55009,Brown County,Wisconsin
3045,55011,Buffalo County,Wisconsin
3046,55013,Burnett County,Wisconsin
3047,55015,Calumet County,Wisconsin
3048,55017,Chippewa County,Wisconsin
3049,55019,Clark County,Wisconsin
3050,55021,Columbia County,Wisconsin
3051,55023,Crawford County,Wisconsin
3052,55025,Dane County,Wisconsin
3053,55027,Dodge County,Wisconsin
3054,55029,Door County,Wisconsin
3055,55031,Douglas County,Wisconsin
3056,55033,Dunn County,Wisconsin
3057,55035,Eau Claire County,Wisconsin
3058,55037,Florence County,Wisconsin
3059,55039,Fond du Lac County,Wisconsin
3060,55041,Forest County,Wisconsin
3061,55043,Grant County,Wisconsin
3062,55045,Green County,Wisconsin
3063,55047,Green Lake County,Wisconsin
3064,55049,Iowa County,Wisconsin
3065,55051,Iron County,Wisconsin
3066,55053,Jackson County,Wisconsin
3067,55055,Jefferson County,Wisconsin
3068,55057,Juneau County,Wisconsin
3069,55059,Kenosha County,Wisconsin
3070,55061,Kewaunee County,Wisconsin
3071,55063,La Crosse County,Wisconsin
3072,55065,Lafayette County,Wisconsin
3073,55067,Langlade County,Wisconsin
3074,55069,Lincoln County,Wisconsin
3075,55071,Manitowoc County,Wisconsin
3076,55073,Marathon County,Wisconsin
3077,55075,Marinette County,Wisconsin
3078,55077,Marquette County,Wisconsin
3079,55078,Menominee County,Wisconsin
3080,55079,Milwaukee County,Wisconsin
3081,55081,Monroe County,Wisconsin
3082,55083,Oconto County,Wisconsin
3083,55085,Oneida County,Wisconsin
3084,55087,Outagamie County,Wisconsin
3085,55089,Ozaukee County,Wisconsin
3086,55091,Pepin County,Wisconsin
3087,55093,Pierce County,Wisconsin
3088,55095,Polk County,Wisconsin
3089,55097,Portage County,Wisconsin
3090,55099,Price County,Wisconsin
3091,55101,Racine County,Wisconsin
3092,55103,Richland County,Wisconsin
3093,55105,Rock County,Wisconsin
3094,55107,Rusk County,Wisconsin
3095,55109,St. Croix County,Wisconsin
3096,55111,Sauk County,Wisconsin
3097,55113,Sawyer County,Wisconsin
3098,55115,Shawano County,Wisconsin
3099,55117,Sheboygan County,Wisconsin
3100,55119,Taylor County,Wisconsin
3101,55121,Trempealeau County,Wisconsin
3102,55123,Vernon County,Wisconsin
3103,55125,Vilas County,Wisconsin
3104,55127,Walworth County,Wisconsin
3105,55129,Washburn County,Wisconsin
3106,55131,Washington County,Wisconsin
3107,55133,Waukesha County,Wisconsin
3108,55135,Waupaca County,Wisconsin
3109,55137,Waushara County,Wisconsin
3110,55139,Winnebago County,Wisconsin
3111,55141,Wood County,Wisconsin
3112,56001,Albany County,Wyoming
3113,56003,Big Horn County,Wyoming
3114,56005,Campbell County,Wyoming
3115,56007,Carbon County,Wyoming
3116,56009,Converse County,Wyoming
3117,56011,Crook County,Wyoming
3118,56013,Fremont County,Wyoming
3119,56015,Goshen County,Wyoming
3120,56017,Hot Springs County,Wyoming
3121,56019,Johnson County,Wyoming
3122,56021,Laramie County,Wyoming
3123,56023,Lincoln County,Wyoming
3124,56025,Natrona County,Wyoming
3125,56027,Niobrara County,Wyoming
3126,56029,Park County,Wyoming
3127,56031,Platte County,Wyoming
3128,56033,Sheridan County,Wyoming
3129,56035,Sublette County,Wyoming
3130,56037,Sweetwater County,Wyoming
3131,56039,Teton County,Wyoming
3132,56041,Uinta County,Wyoming
3133,56043,Washakie County,Wyoming
3134,56045,Weston County,Wyoming
